user_id,item_id
76561198055544181,12
76561198055545996,53
76561198055552726,99
76561198055555760,35
76561198055559592,10
76561198055562494,6
76561198055562501,42
76561198055567120,57
76561198055570026,120
76561198055571850,144
76561198055579125,96
76561198055590846,16
76561198055593416,12
76561198055604266,114
76561198055609345,81
76561198055616941,15
76561198055620977,78
76561198055623411,144
76561198055625510,25
76561198055626299,2
76561198055630263,6
76561198055631879,107
76561198055632563,145
76561198055634555,5
76561198055637876,142
76561198055639545,4
76561198055643977,23
76561198055648263,81
76561198055649986,69
76561198055650433,189
76561198055651045,55
76561198055651659,17
76561198055656673,17
76561198055657103,208
76561198055657953,55
76561198055657969,97
76561198055660954,13
76561198055661061,60
76561198055661951,24
76561198055662395,21
76561198055662693,95
76561198055663477,53
76561198055664015,16
76561198055665400,7
76561198055665701,27
76561198055668196,10
76561198055670173,2
76561198055670224,44
76561198055672979,46
76561198055673345,25
76561198055673450,3
76561198055674154,102
76561198055674596,6
76561198055675397,93
76561198055678580,95
76561198055679430,6
76561198055680379,58
76561198055685210,31
76561198055688142,30
76561198055688814,40
76561198055691262,11
76561198055693988,5
76561198055694434,29
76561198055695334,160
76561198055700426,19
76561198055703686,155
76561198055706765,177
76561198055707640,6
76561198055709958,34
76561198055712539,49
76561198055718929,33
76561198055722652,85
76561198055723928,181
76561198055734083,50
76561198055739485,34
76561198055744923,7
76561198055751533,27
76561198055760749,3
76561198055761972,7
76561198055763149,6
76561198055763394,7
76561198055764339,35
76561198055765401,33
76561198055767971,95
76561198055768864,49
76561198055770382,8
76561198055773402,138
76561198055775177,17
76561198055775427,217
76561198055775587,38
76561198055775816,113
76561198055782295,2
76561198055783857,36
76561198055784664,74
76561198055786959,19
76561198055789935,33
76561198055790197,20
76561198055791622,5
76561198055796188,102
76561198055798374,27
76561198055798730,48
76561198055802568,161
76561198055803306,71
76561198055804130,68
76561198055804232,61
76561198055804309,43
76561198055804976,77
76561198055812140,3
76561198055812514,63
76561198055814288,51
76561198055815068,10
76561198055815784,347
76561198055815900,46
76561198055819674,169
76561198055825196,65
76561198055833574,37
76561198055845382,68
76561198055853856,98
76561198055853962,166
76561198055862537,36
76561198055863540,8
76561198055866052,232
76561198055868553,77
76561198055868981,28
76561198055870347,18
76561198055874413,1
76561198055874777,9
76561198055875098,2
76561198055876294,37
76561198055876485,10
76561198055879059,18
76561198055881783,6
76561198055883765,326
76561198055887918,27
76561198055889235,84
76561198055889407,27
76561198055890864,5
76561198055891388,29
76561198055891523,120
76561198055893789,2
76561198055894174,8
76561198055894293,54
76561198055895514,22
76561198055896537,21
76561198055898519,68
76561198055899622,89
76561198055901213,76
76561198055903664,39
76561198055905422,128
76561198055906159,20
76561198055907480,17
76561198055907726,40
76561198055908638,53
76561198055909176,21
76561198055910348,19
76561198055911504,31
76561198055915124,82
76561198055916289,14
76561198055920266,30
76561198055936270,32
76561198055937906,82
76561198055938832,43
76561198055964374,182
76561198055966705,157
76561198055968875,238
76561198055971297,81
76561198055975722,61
76561198055977255,18
76561198055977522,25
76561198055978379,14
76561198055978545,8
76561198055989393,52
76561198055999666,70
76561198056004717,11
76561198056005862,7
76561198056006228,132
76561198056006863,39
76561198056008000,31
76561198056008358,100
76561198056009228,53
76561198056013180,43
76561198056015983,70
76561198056018506,17
76561198056019884,26
76561198056021576,16
76561198056024842,131
76561198056033958,46
76561198056037364,23
76561198056045618,27
76561198056050781,6
76561198056060619,66
76561198056062731,15
76561198056065679,3
76561198056078901,76
76561198056078963,2
76561198056082695,12
76561198056088207,43
76561198056089798,43
76561198056092813,236
76561198056094450,50
76561198056094672,164
76561198056094790,2
76561198056102052,104
76561198056108780,2
76561198056110667,18
76561198056112151,86
76561198056121488,35
76561198056121590,26
76561198056124505,16
76561198056124852,9
76561198056133398,40
76561198056134729,8
76561198056134780,8
76561198056138797,4
76561198056147391,7
76561198056154291,4
76561198056155361,13
76561198056156998,212
76561198056163200,45
76561198056163371,10
76561198056177053,3
76561198056178502,29
76561198056179329,59
76561198056182728,8
76561198056186100,50
76561198056188895,28
76561198056189619,45
76561198056194879,60
76561198056195339,11
76561198056209914,12
76561198056220019,4
76561198056221622,36
76561198056223901,15
76561198056223968,8
76561198056228307,98
76561198056230004,16
76561198056233136,20
76561198056233741,50
76561198056236335,77
76561198056239313,28
76561198056241117,141
76561198056242815,41
76561198056243129,81
76561198056254879,56
76561198056260701,102
76561198056262253,12
76561198056262369,4
76561198056263764,25
76561198056265599,109
76561198056265766,42
76561198056266386,120
76561198056269279,47
76561198056271215,172
76561198056271955,50
76561198056276372,166
76561198056279560,18
76561198056280198,12
76561198056280925,98
76561198056283194,3
76561198056283380,15
76561198056286115,61
76561198056287250,112
76561198056288026,204
76561198056288386,17
76561198056288892,72
76561198056290406,2
76561198056290589,41
76561198056297888,7
76561198056300128,24
76561198056300439,173
76561198056314722,130
76561198056324595,75
76561198056334963,107
76561198056336341,59
76561198056339600,469
76561198056339847,85
76561198056341008,24
76561198056345133,37
76561198056348466,14
76561198056352225,22
76561198056352983,77
76561198056353606,5
76561198056354791,5
76561198056354988,73
76561198056355484,274
76561198056356827,47
76561198056369995,250
76561198056373970,3
76561198056375930,12
76561198056376638,48
76561198056376910,13
76561198056377554,13
76561198056381078,16
76561198056385738,3
76561198056388500,50
76561198056392326,141
76561198056392460,17
76561198056392712,327
76561198056393302,47
76561198056395371,1
76561198056404107,6
76561198056412641,86
76561198056415993,55
76561198056420089,74
76561198056420811,75
76561198056428475,5
76561198056429344,65
76561198056430840,22
76561198056433110,17
76561198056436103,30
76561198056441887,45
76561198056441978,52
76561198056445553,84
76561198056450023,64
76561198056450053,12
76561198056450112,48
76561198056450930,25
76561198056452566,23
76561198056453350,4
76561198056455203,26
76561198056460781,2
76561198056461397,114
76561198056462110,17
76561198056463488,2
76561198056474589,111
76561198056477511,22
76561198056479301,126
76561198056482229,39
76561198056482812,98
76561198056483646,4
76561198056483826,1
76561198056484103,22
76561198056487445,3
76561198056489290,98
76561198056492415,2
76561198056495005,2
76561198056499870,67
76561198056500472,9
76561198056502712,2
76561198056503882,60
76561198056504388,67
76561198056511403,1
76561198056519262,39
76561198056521815,7
76561198056524139,11
76561198056525244,42
76561198056526922,22
76561198056527936,213
76561198056532552,99
76561198056536145,8
76561198056543650,34
76561198056544334,108
76561198056545854,90
76561198056548367,40
76561198056549802,165
76561198056551879,15
76561198056554213,52
76561198056557091,133
76561198056565137,43
76561198056566098,17
76561198056567053,81
76561198056567204,23
76561198056568217,91
76561198056568461,117
76561198056570401,110
76561198056572046,15
76561198056573461,121
76561198056573492,74
76561198056574210,22
76561198056577853,18
76561198056578486,37
76561198056579186,87
76561198056579257,23
76561198056581609,20
76561198056584763,12
76561198056585131,29
76561198056588056,87
76561198056590465,112
76561198056591622,6
76561198056592176,31
76561198056592934,24
76561198056594536,3
76561198056597863,43
76561198056600316,67
76561198056604423,23
76561198056606925,15
76561198056607813,16
76561198056612460,29
76561198056620172,15
76561198056622081,16
76561198056627030,8
76561198056628779,15
76561198056629925,5
76561198056631422,59
76561198056633782,24
76561198056634976,30
76561198056636850,16
76561198056639629,3
76561198056640740,202
76561198056640932,24
76561198056640962,103
76561198056645429,74
76561198056646824,31
76561198056648472,123
76561198056649223,130
76561198056652803,134
76561198056653827,85
76561198056657904,340
76561198056658594,1
76561198056660202,20
76561198056663171,49
76561198056667541,55
76561198056670749,11
76561198056677680,101
76561198056677830,39
76561198056678629,17
76561198056684801,18
76561198056685928,72
76561198056688107,43
76561198056689045,109
76561198056690906,93
76561198056692714,7
76561198056693884,52
76561198056694379,71
76561198056700959,59
76561198056701027,20
76561198056704664,55
76561198056707381,77
76561198056707717,80
76561198056711561,89
76561198056713734,9
76561198056714732,8
76561198056716664,53
76561198056717677,23
76561198056718228,37
76561198056718248,22
76561198056718255,34
76561198056719182,60
76561198056722037,5
76561198056724699,3
76561198056725131,2
76561198056726503,9
76561198056728210,53
76561198056728872,119
76561198056733657,75
76561198056735088,151
76561198056738577,9
76561198056741844,257
76561198056746416,9
76561198056747623,67
76561198056748700,14
76561198056748771,47
76561198056751268,11
76561198056753419,51
76561198056753474,92
76561198056757136,94
76561198056758154,25
76561198056759495,37
76561198056760638,66
76561198056761417,7
76561198056762771,80
76561198056763607,42
76561198056764604,27
76561198056768672,15
76561198056769434,1
76561198056770028,32
76561198056772862,21
76561198056773077,36
76561198056773913,68
76561198056775482,7
76561198056778294,61
76561198056779092,41
76561198056780321,5
76561198056783123,28
76561198056784829,134
76561198056786651,39
76561198056787444,36
76561198056790377,81
76561198056793885,49
76561198056801459,111
76561198056803276,51
76561198056803484,9
76561198056803716,59
76561198056804863,37
76561198056808191,27
76561198056809216,18
76561198056810988,18
76561198056813138,33
76561198056813277,4
76561198056816407,4
76561198056816876,50
76561198056816892,155
76561198056819834,12
76561198056822819,128
76561198056833258,172
76561198056833364,23
76561198056837429,53
76561198056838505,11
76561198056839750,113
76561198056842593,2
76561198056843351,111
76561198056844143,16
76561198056847797,132
76561198056847851,11
76561198056847888,112
76561198056852944,64
76561198056857968,64
76561198056858461,5
76561198056859428,52
76561198056863351,196
76561198056863768,87
76561198056864027,2
76561198056865227,1
76561198056867603,7
76561198056870285,2
76561198056871390,4
76561198056871958,89
76561198056876765,52
76561198056876890,3
76561198056877194,31
76561198056884067,133
76561198056885109,37
76561198056886345,21
76561198056886978,2
76561198056887415,21
76561198056887526,30
76561198056888756,8
76561198056890894,9
76561198056893931,20
76561198056894047,26
76561198056894326,23
76561198056894697,44
76561198056895018,20
76561198056895821,23
76561198056898220,112
76561198056898675,78
76561198056899689,24
76561198056903880,20
76561198056906420,113
76561198056906593,102
76561198056907633,74
76561198056913739,3
76561198056913989,176
76561198056914348,14
76561198056914718,40
76561198056915471,32
76561198056915834,2
76561198056920111,33
76561198056920315,5
76561198056920811,26
76561198056923634,17
76561198056928371,182
76561198056931853,113
76561198056932328,7
76561198056935311,1
76561198056935561,59
76561198056941294,50
76561198056943586,35
76561198056943970,49
76561198056953510,53
76561198056954500,76
76561198056957512,11
76561198056958217,44
76561198056958281,1
76561198056960847,21
76561198056962495,2
76561198056966018,165
76561198056966702,18
76561198056970490,29
76561198056970554,58
76561198056970829,85
76561198056970848,9
76561198056975014,2
76561198056976935,11
76561198056977648,28
76561198056977999,8
76561198056980314,74
76561198056981074,37
76561198056981204,54
76561198056984382,50
76561198056984515,3
76561198056984812,77
76561198056986052,25
76561198056986730,12
76561198056993502,4
76561198056997395,29
76561198056997935,332
76561198056998695,10
76561198057,3
76561198057001188,21
76561198057003982,35
76561198057009427,31
76561198057012059,228
76561198057015267,17
76561198057016141,31
76561198057019363,55
76561198057020692,143
76561198057021386,89
76561198057021888,2
76561198057022737,24
76561198057023291,69
76561198057024031,90
76561198057027227,82
76561198057027302,80
76561198057033715,4
76561198057035287,74
76561198057042886,43
76561198057047223,19
76561198057049076,115
76561198057053248,31
76561198057056954,32
76561198057058160,44
76561198057058249,5
76561198057060736,19
76561198057062533,95
76561198057065856,89
76561198057065903,189
76561198057067237,61
76561198057068455,32
76561198057069464,165
76561198057075691,21
76561198057081168,3
76561198057083118,9
76561198057083857,1
76561198057084977,68
76561198057086148,66
76561198057092551,53
76561198057092916,1
76561198057093397,99
76561198057097681,22
76561198057101482,26
76561198057104797,49
76561198057107866,47
76561198057108226,15
76561198057110929,126
76561198057111829,30
76561198057114686,88
76561198057118231,88
76561198057120056,57
76561198057122719,9
76561198057125811,53
76561198057130438,29
76561198057130520,7
76561198057131245,1
76561198057134342,74
76561198057134853,132
76561198057136533,39
76561198057141485,36
76561198057144077,20
76561198057146623,28
76561198057150237,1
76561198057150965,20
76561198057152266,11
76561198057152829,76
76561198057161003,3
76561198057162629,4
76561198057168370,77
76561198057168558,22
76561198057171466,1
76561198057175454,39
76561198057175474,7
76561198057175681,112
76561198057175712,24
76561198057177409,117
76561198057178210,21
76561198057178277,401
76561198057180078,34
76561198057180104,5
76561198057184740,75
76561198057186159,4
76561198057195405,262
76561198057195540,12
76561198057195912,46
76561198057196636,33
76561198057198704,90
76561198057201155,56
76561198057201323,80
76561198057208059,27
76561198057210491,87
76561198057210508,14
76561198057212865,57
76561198057213940,71
76561198057220133,61
76561198057220250,48
76561198057221618,7
76561198057222830,21
76561198057223964,24
76561198057224260,9
76561198057229182,24
76561198057231098,2
76561198057232925,136
76561198057233213,103
76561198057235139,96
76561198057237492,4
76561198057238131,4
76561198057246699,229
76561198057247544,27
76561198057248971,1
76561198057253097,146
76561198057254095,104
76561198057257205,142
76561198057257346,48
76561198057263232,33
76561198057266105,2
76561198057266743,9
76561198057266983,58
76561198057268166,23
76561198057274582,35
76561198057276303,65
76561198057276419,51
76561198057282102,61
76561198057282178,37
76561198057282915,27
76561198057283347,11
76561198057283425,296
76561198057283559,110
76561198057283820,29
76561198057285098,23
76561198057285123,21
76561198057285975,37
76561198057286115,47
76561198057293640,151
76561198057293724,62
76561198057294142,40
76561198057300081,4
76561198057300880,96
76561198057300929,12
76561198057305920,11
76561198057306804,34
76561198057307730,41
76561198057309239,41
76561198057311703,83
76561198057311914,9
76561198057316249,2
76561198057317702,12
76561198057317761,7
76561198057317814,67
76561198057321028,3
76561198057322597,115
76561198057323179,77
76561198057326702,7
76561198057334670,23
76561198057337035,43
76561198057340904,70
76561198057341681,2
76561198057344865,69
76561198057345587,10
76561198057345918,18
76561198057346337,36
76561198057347106,51
76561198057347539,33
76561198057349395,83
76561198057349469,15
76561198057351657,46
76561198057353931,38
76561198057354052,48
76561198057354755,45
76561198057355556,34
76561198057356611,46
76561198057359314,21
76561198057361192,2
76561198057363413,54
76561198057366758,32
76561198057367464,65
76561198057367979,80
76561198057368147,7
76561198057368586,25
76561198057368846,97
76561198057369211,122
76561198057370172,113
76561198057372826,27
76561198057373133,68
76561198057373838,39
76561198057379047,56
76561198057381824,22
76561198057382928,86
76561198057389121,59
76561198057389997,44
76561198057391827,26
76561198057391954,51
76561198057397326,47
76561198057397596,50
76561198057398463,18
76561198057398901,22
76561198057401178,10
76561198057402319,180
76561198057402556,5
76561198057404948,46
76561198057406795,23
76561198057409863,117
76561198057411234,22
76561198057412551,11
76561198057412559,117
76561198057414504,2
76561198057414589,52
76561198057414722,15
76561198057415723,53
76561198057416678,114
76561198057418315,63
76561198057418960,24
76561198057419298,59
76561198057419414,19
76561198057421393,66
76561198057426716,28
76561198057429685,1
76561198057434261,30
76561198057436726,8
76561198057437285,89
76561198057440593,2
76561198057443216,28
76561198057448184,52
76561198057449004,121
76561198057451875,78
76561198057453677,201
76561198057454527,22
76561198057455304,25
76561198057456196,57
76561198057457881,7
76561198057459555,10
76561198057459896,48
76561198057462487,68
76561198057463811,79
76561198057467373,59
76561198057470741,32
76561198057471883,104
76561198057473311,68
76561198057473651,20
76561198057474806,31
76561198057475687,80
76561198057478138,8
76561198057479361,37
76561198057483313,12
76561198057483950,3
76561198057484362,46
76561198057485722,34
76561198057491717,15
76561198057493847,12
76561198057495014,17
76561198057495476,23
76561198057499154,56
76561198057505842,47
76561198057511203,76
76561198057513114,111
76561198057518044,29
76561198057519270,59
76561198057519621,8
76561198057519846,8
76561198057521157,88
76561198057522185,30
76561198057524542,15
76561198057525060,26
76561198057526172,67
76561198057536095,6
76561198057537263,14
76561198057537709,7
76561198057539407,7
76561198057540115,3
76561198057540371,152
76561198057543278,31
76561198057543369,25
76561198057543667,14
76561198057547310,168
76561198057550357,6
76561198057552510,75
76561198057552940,51
76561198057558371,1
76561198057560600,25
76561198057570429,3
76561198057572373,41
76561198057572494,2
76561198057573332,51
76561198057573628,16
76561198057574653,1
76561198057575745,63
76561198057578907,7
76561198057582654,13
76561198057583546,224
76561198057584192,63
76561198057585580,56
76561198057587195,19
76561198057589026,7
76561198057589931,45
76561198057590952,61
76561198057591914,27
76561198057592145,140
76561198057593890,167
76561198057594218,152
76561198057594396,29
76561198057596243,23
76561198057599042,109
76561198057599267,54
76561198057602383,14
76561198057609562,60
76561198057612284,12
76561198057612981,2
76561198057613151,23
76561198057617545,50
76561198057617947,5
76561198057620511,49
76561198057626746,9
76561198057631298,47
76561198057631828,28
76561198057635477,6
76561198057635795,18
76561198057636972,73
76561198057637896,377
76561198057637915,3
76561198057644489,30
76561198057647908,31
76561198057648065,30
76561198057649032,24
76561198057649163,11
76561198057650060,55
76561198057650518,118
76561198057653812,25
76561198057654325,36
76561198057654603,126
76561198057655648,2
76561198057657933,25
76561198057658513,2
76561198057660678,141
76561198057662405,60
76561198057663321,50
76561198057674714,71
76561198057678360,24
76561198057679422,32
76561198057680492,19
76561198057681731,65
76561198057685527,119
76561198057687062,5
76561198057691157,20
76561198057691908,5
76561198057693187,38
76561198057694721,88
76561198057695127,4
76561198057699482,8
765611980577,32
76561198057703301,152
76561198057704102,40
76561198057706690,11
76561198057707533,201
76561198057720410,6
76561198057723496,33
76561198057726294,15
76561198057726790,7
76561198057727544,66
76561198057728382,188
76561198057730170,49
76561198057730854,14
76561198057731394,27
76561198057732077,8
76561198057734316,31
76561198057734737,15
76561198057735047,191
76561198057739252,3
76561198057740823,7
76561198057741028,122
76561198057741720,77
76561198057742339,56
76561198057743516,122
76561198057744029,1
76561198057744446,8
76561198057745573,11
76561198057746666,34
76561198057753833,55
76561198057755072,80
76561198057758665,40
76561198057762473,34
76561198057762685,29
76561198057764600,137
76561198057764944,11
76561198057768092,32
76561198057771322,40
76561198057772084,51
76561198057772237,12
76561198057772341,58
76561198057775965,44
76561198057780646,113
76561198057781627,83
76561198057782516,2
76561198057783066,13
76561198057784033,43
76561198057784104,93
76561198057784617,86
76561198057786839,36
76561198057788599,12
76561198057791833,17
76561198057792035,7
76561198057792403,54
76561198057793165,5
76561198057796919,2
76561198057800009,64
76561198057802169,106
76561198057803852,434
76561198057806066,61
76561198057814273,19
76561198057816731,11
76561198057830729,14
76561198057833678,9
76561198057834414,166
76561198057839380,33
76561198057842211,41
76561198057842999,8
76561198057843652,16
76561198057845832,127
76561198057848197,72
76561198057852078,10
76561198057853905,1
76561198057855730,20
76561198057856968,30
76561198057859380,92
76561198057861324,37
76561198057865855,16
76561198057867136,2
76561198057867706,52
76561198057867762,24
76561198057868006,11
76561198057869219,6
76561198057869849,84
76561198057870858,110
76561198057874347,39
76561198057877555,71
76561198057879086,47
76561198057884824,103
76561198057886565,95
76561198057894608,100
76561198057899564,46
76561198057901632,113
76561198057905001,183
76561198057916608,46
76561198057919602,146
76561198057921996,146
76561198057922567,350
76561198057923944,25
76561198057924076,3
76561198057924542,3
76561198057924996,49
76561198057925806,31
76561198057926017,74
76561198057931112,19
76561198057932055,55
76561198057933467,17
76561198057944017,1
76561198057947451,157
76561198057948935,9
76561198057949271,3
76561198057950387,121
76561198057950773,71
76561198057953245,70
76561198057958244,61
76561198057958497,2
76561198057960182,63
76561198057967308,263
76561198057970004,52
76561198057970914,79
76561198057971383,10
76561198057972303,18
76561198057975258,16
76561198057980624,74
76561198057981752,48
76561198057982190,36
76561198057983862,65
76561198057984304,13
76561198057987262,136
76561198057988265,69
76561198057989039,73
76561198057994295,36
76561198057994379,78
76561198057998368,4
76561198058000414,28
76561198058002184,46
76561198058009305,1
76561198058014088,56
76561198058014129,7
76561198058014193,76
76561198058019475,18
76561198058022359,134
76561198058024755,25
76561198058025553,17
76561198058026704,36
76561198058034509,95
76561198058039215,31
76561198058043550,208
76561198058051633,42
76561198058052525,7
76561198058054234,35
76561198058054667,49
76561198058056499,45
76561198058058192,81
76561198058062202,1
76561198058065379,5
76561198058066941,62
76561198058072694,5
76561198058074117,7
76561198058075231,108
76561198058078372,4
76561198058078423,28
76561198058085849,194
76561198058086118,11
76561198058089557,107
76561198058094965,22
76561198058095793,46
76561198058096756,21
76561198058099801,5
76561198058100354,49
76561198058101542,3
76561198058102190,6
76561198058102516,13
76561198058107016,126
76561198058107550,1
76561198058108293,3
76561198058109229,23
76561198058112671,51
76561198058120305,70
76561198058120500,15
76561198058122880,24
76561198058123182,70
76561198058124455,68
76561198058124716,48
76561198058128702,76
76561198058129737,167
76561198058132050,7
76561198058132219,12
76561198058135038,115
76561198058135956,56
76561198058136176,44
76561198058137175,1
76561198058138015,62
76561198058138411,64
76561198058139803,60
76561198058147483,42
76561198058150025,63
76561198058150262,5
76561198058150710,98
76561198058153058,72
76561198058156706,114
76561198058159475,10
76561198058159880,19
76561198058160377,55
76561198058161171,70
76561198058162130,1
76561198058163697,6
76561198058164132,10
76561198058166539,24
76561198058167449,2
76561198058167610,71
76561198058170859,57
76561198058171053,22
76561198058172083,10
76561198058175166,25
76561198058175892,7
76561198058176775,3
76561198058177382,148
76561198058177580,47
76561198058179271,21
76561198058183570,19
76561198058183790,114
76561198058185076,45
76561198058187367,4
76561198058188878,60
76561198058192281,67
76561198058192790,73
76561198058193058,15
76561198058193255,102
76561198058193734,30
76561198058195962,55
76561198058199981,43
76561198058200271,93
76561198058202414,19
76561198058206554,46
76561198058206703,39
76561198058207702,152
76561198058220261,26
76561198058224329,16
76561198058225461,4
76561198058228833,17
76561198058230663,1457
76561198058231714,1
76561198058235712,72
76561198058236929,10
76561198058240797,2
76561198058241292,18
76561198058241886,161
76561198058242285,33
76561198058244820,5
76561198058247995,164
76561198058249600,70
76561198058249980,34
76561198058251035,1
76561198058251735,74
76561198058252901,16
76561198058253719,50
76561198058254440,14
76561198058256582,13
76561198058260906,4
76561198058264475,61
76561198058264795,17
76561198058267330,23
76561198058280595,21
76561198058287860,38
76561198058289458,13
76561198058290344,93
76561198058291343,95
76561198058296948,19
76561198058296995,10
76561198058301224,397
76561198058303184,109
76561198058306677,11
76561198058306764,43
76561198058310385,27
76561198058313207,34
76561198058315559,57
76561198058316026,1
76561198058317439,5
76561198058319935,14
76561198058321429,52
76561198058323070,72
76561198058324609,74
76561198058325221,7
76561198058325765,90
76561198058326985,3
76561198058327086,19
76561198058328146,28
76561198058329541,84
76561198058332089,18
76561198058333765,28
76561198058334654,16
76561198058334724,56
76561198058336480,15
76561198058344483,11
76561198058348122,120
76561198058349321,9
76561198058350564,11
76561198058352061,5
76561198058357581,76
76561198058362985,59
76561198058364847,107
76561198058369258,38
76561198058370635,214
76561198058373434,49
76561198058379094,6
76561198058382129,24
76561198058385836,60
76561198058394266,2
76561198058396256,6
76561198058397061,4
76561198058405866,182
76561198058406123,51
76561198058406533,39
76561198058410324,16
76561198058412282,134
76561198058414669,143
76561198058414998,6
76561198058417387,97
76561198058418029,110
76561198058421989,48
76561198058423315,10
76561198058424536,6
76561198058428041,66
76561198058429469,140
76561198058431113,13
76561198058434569,12
76561198058435323,25
76561198058435804,62
76561198058438484,15
76561198058439085,1
76561198058441121,176
76561198058442636,15
76561198058444896,4
76561198058446310,91
76561198058454220,88
76561198058455791,47
76561198058456895,32
76561198058457688,8
76561198058458308,26
76561198058461126,12
76561198058461311,2
76561198058463438,1
76561198058463719,39
76561198058465282,32
76561198058470258,81
76561198058470460,8
76561198058470510,65
76561198058473103,260
76561198058473124,60
76561198058473246,138
76561198058473768,59
76561198058473959,60
76561198058475143,75
76561198058477289,9
76561198058477537,31
76561198058479647,7
76561198058479913,48
76561198058486276,4
76561198058487500,36
76561198058487988,20
76561198058490436,14
76561198058495935,92
76561198058496642,92
76561198058504292,66
76561198058507679,82
76561198058515847,27
76561198058516333,21
76561198058516591,3
76561198058517789,29
76561198058519249,160
76561198058520509,12
76561198058522411,73
76561198058526866,85
76561198058531819,9
76561198058531933,9
76561198058535033,53
76561198058535518,126
76561198058535930,22
76561198058536640,77
76561198058536812,114
76561198058538165,97
76561198058539753,109
76561198058546299,217
76561198058547096,62
76561198058549305,63
76561198058549544,106
76561198058550517,116
76561198058555953,192
76561198058558390,76
76561198058558899,4
76561198058561260,1
76561198058562728,163
76561198058562960,17
76561198058563338,69
76561198058565407,3
76561198058569024,26
76561198058569710,31
76561198058570014,67
76561198058570607,57
76561198058571233,202
76561198058571383,38
76561198058571834,42
76561198058572467,18
76561198058572510,26
76561198058573039,70
76561198058573793,52
76561198058575754,80
76561198058577675,52
76561198058580105,145
76561198058582135,93
76561198058582598,61
76561198058585194,26
76561198058587458,5
76561198058590116,174
76561198058590329,254
76561198058592720,30
76561198058597184,16
76561198058598497,10
76561198058598698,14
76561198058600419,91
76561198058600823,31
76561198058600970,1
76561198058601752,36
76561198058602099,93
76561198058606791,39
76561198058607052,2
76561198058609237,82
76561198058610466,2
76561198058612424,42
76561198058615470,130
76561198058616080,81
76561198058620249,6
76561198058621408,20
76561198058621983,8
76561198058622563,2
76561198058626804,25
76561198058629869,81
76561198058630845,4
76561198058631616,7
76561198058631724,25
76561198058637047,36
76561198058637202,5
76561198058637241,4
76561198058637351,7
76561198058642207,30
76561198058644465,108
76561198058646041,22
76561198058650367,232
76561198058650973,40
76561198058652437,93
76561198058655430,58
76561198058657421,17
76561198058657792,43
76561198058659302,31
76561198058660975,67
76561198058661221,3
76561198058673142,1
76561198058675426,37
76561198058675994,59
76561198058679352,2
76561198058679409,1
76561198058685012,15
76561198058685450,1
76561198058685723,29
76561198058686969,2
76561198058687103,22
76561198058689970,4
76561198058690669,34
76561198058690716,80
76561198058691022,13
76561198058697824,14
76561198058703587,4
76561198058706736,20
76561198058708679,1
76561198058711482,76
76561198058711685,17
76561198058713571,43
76561198058713642,72
76561198058713745,40
76561198058724552,38
76561198058726613,17
76561198058727529,69
76561198058729022,8
76561198058730974,16
76561198058731756,12
76561198058735641,3
76561198058735974,11
76561198058739807,2
76561198058739910,3
76561198058740996,9
76561198058742898,79
76561198058743127,24
76561198058745336,55
76561198058746108,2
76561198058746308,146
76561198058747893,20
76561198058751654,4
76561198058752236,37
76561198058753243,11
76561198058753722,107
76561198058754545,112
76561198058756710,69
76561198058758701,7
76561198058759915,29
76561198058760041,33
76561198058765718,9
76561198058770316,114
76561198058771045,19
76561198058775381,42
76561198058777023,47
76561198058777569,33
76561198058777763,78
76561198058778656,2
76561198058781217,6
76561198058781808,17
76561198058782320,31
76561198058783388,4
76561198058784699,97
76561198058787085,104
76561198058787898,21
76561198058788871,7
76561198058789410,38
76561198058793901,3
76561198058793920,3
76561198058795468,65
76561198058796330,22
76561198058797140,43
76561198058797256,19
76561198058800703,44
76561198058802682,14
76561198058803643,121
76561198058804355,42
76561198058804831,21
76561198058805259,56
76561198058805905,99
76561198058807350,5
76561198058807697,34
76561198058810662,32
76561198058812449,126
76561198058812958,39
76561198058815949,22
76561198058816342,32
76561198058816627,175
76561198058819691,63
76561198058821891,16
76561198058822883,21
76561198058823135,3
76561198058823721,31
76561198058825295,17
76561198058826879,91
76561198058833525,64
76561198058834236,8
76561198058835649,20
76561198058846711,5
76561198058847224,13
76561198058849132,68
76561198058852567,10
76561198058856167,77
76561198058858525,118
76561198058865510,31
76561198058865870,41
76561198058866025,82
76561198058867382,42
76561198058867599,59
76561198058868190,18
76561198058872726,12
76561198058875017,17
76561198058876366,79
76561198058878414,20
76561198058892496,73
76561198058892591,7
76561198058892911,176
76561198058893933,29
76561198058894990,114
76561198058898473,13
76561198058899165,7
76561198058899797,44
76561198058901001,14
76561198058904881,134
76561198058905126,10
76561198058907115,67
76561198058912511,55
76561198058913415,32
76561198058917584,132
76561198058919153,212
76561198058921048,29
76561198058922218,39
76561198058923915,17
76561198058924563,100
76561198058927850,158
76561198058928498,49
76561198058929393,49
76561198058930114,56
76561198058933441,116
76561198058936112,32
76561198058936145,2
76561198058936625,73
76561198058937153,14
76561198058939057,79
76561198058940476,39
76561198058943229,3
76561198058945401,60
76561198058945946,27
76561198058948596,20
76561198058951686,39
76561198058952524,72
76561198058953984,6
76561198058955764,64
76561198058959249,11
76561198058959788,56
76561198058964311,23
76561198058965353,100
76561198058966542,12
76561198058968069,33
76561198058970583,9
76561198058970610,66
76561198058972207,86
76561198058972456,167
76561198058974535,3
