price,item_id,developer,año
9.99,318750,tango gameworks,2014
18.99,322750,alkemi,2017
19.99,268050,tango gameworks,2014
4.99,325090,bossa studios,2014
14.99,326390,graviteam,2014
3.99,306396,haemimont games,2014
1.99,326240,green lava studios,2014
0.0,326960,"david hensley,alex quick",2014
9.99,316180,"harmonix music systems, inc",2014
4.99,320440,"harmonix music systems, inc",2014
9.99,284750,artifex mundi,2011
14.99,306660,game-labs,2014
9.99,322990,ticonblu,2014
9.99,326230,niels bauer games,2014
29.99,226580,codemasters,2014
9.99,310990,smallgreenhill,2014
3.99,320690,alawar entertainment,2011
2.99,318401,"monolith productions, inc.,feral interactive (mac),feral interactive (linux)",2014
6.99,327950,"microprose software, inc",1989
9.99,270010,proton studio inc,2014
2.99,295034,ubisoft - san francisco,2014
2.99,295033,ubisoft - san francisco,2014
2.99,295032,ubisoft - san francisco,2014
2.99,295031,ubisoft - san francisco,2014
12.99,279580,secret base,2014
2.99,295030,ubisoft - san francisco,2014
14.99,301970,samurai punk,2014
2.99,297990,milestone s.r.l.,2014
2.99,329180,cbe software s.r.o.,2014
24.99,325141,carenado,2014
4.99,320720,ino-co plus,2014
6.99,327260,super icon ltd,2014
2.99,261161,keen games,2014
4.99,328780,cbe software s.r.o.,2014
1.99,326431,rebellion,2014
4.99,327530,ronimo games,2014
9.99,277751,"skyhook games,dovetail games",2014
9.99,321370,midnart,2014
14.99,285090,n-game studios,2014
14.99,311720,freehold games,2014
19.99,318220,odin game studio,2014
9.99,313400,cross eaglet,2014
14.99,304810,propelled bird software,2014
0.99,318511,scs software,2014
9.99,324770,lexis numerique,2007
2.99,311120,orion games,2006
29.99,322360,"expansive worlds,avalanche studios",2014
49.99,322361,"expansive worlds,avalanche studios",2014
11.99,295040,ubisoft - san francisco,2014
9.99,322580,keys of nine entertainment,2014
9.99,246090,double fine productions,2014
4.99,285370,terrible posture games,2014
4.99,315830,patrice meneguzzi,2014
1.99,329830,david szymanski,2014
9.99,302710,targem games,2014
2.99,318402,"monolith productions, inc.,feral interactive (mac),feral interactive (linux)",2014
24.99,325140,carenado,2014
9.99,284050,"dotemu,dreamforge intertainment",1998
4.99,329320,rezoner,2014
19.99,277731,dovetail games,2014
0.99,330810,david szymanski,2014
9.99,330520,attract mode games,2014
19.99,313160,giants software,2014
19.99,299740,entrada interactive llc,2014
2.99,297110,gl33k,2014
1.99,327831,paradox development studio,2014
0.99,322480,key17 games,2014
14.99,330420,okam studio,2016
24.99,313660,ageod,2012
3.99,329551,ageod,2014
3.99,329550,ageod,2014
9.99,273830,netmin games,2014
14.99,250900,"nicalis, inc.",2014
11.99,304380,bohemia interactive,2014
5.99,316160,sumo digital ltd,2006
4.99,326470,mind crew,2014
2.99,295042,ubisoft - san francisco,2014
2.99,295041,ubisoft - san francisco,2014
2.99,295043,ubisoft - san francisco,2014
7.99,295044,ubisoft - san francisco,2014
24.99,331960,"smiteworks usa, llc",2014
6.99,329650,tnt team,1998
6.99,329620,"microprose software, inc",1995
6.99,329630,ozark softscape,1990
6.99,329640,"accolade, inc",1996
6.99,329670,"microprose software, inc",1990
1.99,323240,good games,2014
9.99,315540,alpha six productions,2014
4.99,331550,winged sakura games,2014
14.99,331390,winged sakura games,2014
3.99,305740,ilikescifi games,2014
9.99,294370,bulwark studios,2014
5.99,321080,sascha hartleb,2014
3.99,327410,freebird games,2014
14.99,328100,ino-co plus,2014
2.99,328230,freebird games,2014
12.99,319230,sunlight games,2014
11.99,295050,ubisoft - san francisco,2014
6.99,332460,double fine productions,2014
3.99,320150,one more level,2014
14.99,287260,codemasters,2014
29.99,317620,full control studios,2014
29.99,329100,leadwerks software,2014
4.99,331620,sean han tani,2014
13.99,331510,moondrop,2014
14.99,319450,frima studio,2014
3.99,329760,frima studio,2014
19.99,314810,nexus game studios,2014
7.99,327150,timeslip softworks,2014
0.99,313381,"monolith productions, inc.,feral interactive (mac),feral interactive (linux)",2014
4.99,259410,naiad entertainment llc,2014
2.99,327170,"tt games,feral interactive (mac)",2014
2.99,258406,ubisoft - san francisco,2014
2.99,327171,"tt games,feral interactive (mac)",2014
19.99,317850,"relic entertainment,feral interactive (mac),feral interactive (linux)",2014
4.99,333520,"smiteworks usa, llc",2014
4.99,323230,"relic entertainment,feral interactive (mac),feral interactive (linux)",2014
29.99,298110,"ubisoft montreal, red storm, shanghai, toronto, kiev",2014
29.99,324340,"ubisoft montreal, red storm, shanghai, toronto, kiev",2014
9.99,273850,united independent entertainment gmbh,2014
4.99,302010,might and delight,2014
4.99,310040,colossal order ltd.,2014
1.99,317950,tavern games,2014
14.99,295790,"upper one games,e-line media",2014
4.99,310050,colossal order ltd.,2014
14.99,226560,fatshark,2014
5.99,330680,z-software,2014
4.99,298890,wayforward,2014
0.0,329110,infinity plus 2,2014
7.99,333900,"smiteworks usa, llc",2014
6.99,328640,quaternion studio,2014
2.99,326300,studio whisky tango inc.,2014
7.99,328730,bacon bandit games,2014
9.99,326150,studio whisky tango inc.,2014
10.99,330460,"romenics,artaani,riya",2014
0.0,331120,vis - visual imagination software,2014
9.99,321490,milestone s.r.l.,2014
49.99,330720,on target simulations,2013
15.99,332570,fayju,2014
79.99,325180,the game creators,2014
9.99,293340,immersionfx,2012
4.99,333120,mykhail konokh,2014
19.99,227160,badland studio,2014
13.99,331890,masthead studios ltd,2014
19.99,328870,wolverine studios,2014
2.99,331400,daniel gill,2014
9.99,328880,red hedgehog,2014
12.99,258641,dovetail games,2014
9.99,327370,magicindie,2014
18.99,248390,dekovir entertainment,2014
14.99,270942,axis game factory,2014
2.99,332240,torn banner studios,2014
13.99,332810,hot lava,2014
14.99,326480,moenovel,2013
39.99,326160,portalarium,2014
2.99,295051,ubisoft - san francisco,2014
7.99,282513,"creative assembly,feral interactive (mac),feral interactive (linux)",2014
1.99,318410,"monolith productions, inc.,feral interactive (mac),feral interactive (linux)",2014
9.99,314210,archetype global,2014
2.99,304010,firaxis games,2014
24.99,325136,carenado,2014
9.99,303800,"cd projekt red,can explode",2014
14.99,279440,forge reply srl,2014
1.99,334080,orange_juice,2014
14.99,318530,grynsoft,2014
9.99,303830,kylotonn entertainment,2014
9.99,321660,crafty studios,2014
9.99,331910,earthworm games,2014
19.99,258674,dovetail games,2014
9.99,335370,coffee stain studios,2014
0.0,331580,neon serpent llc,2014
5.99,334190,causal bit games inc.,2014
4.99,333680,neon serpent llc,2014
19.99,258671,dovetail games,2014
19.99,277739,dovetail games,2014
9.99,298950,zoetrope interactive,2010
0.0,294160,"hassey enterprises, inc.",2014
5.99,318330,choice of games,2014
3.99,335740,inertia game studios,2014
5.99,322410,alternative software ltd,2014
7.99,324070,gamious,2014
0.0,270370,vortal storm,2014
7.99,335320,kylotonn,2005
24.99,277753,victory works,2014
14.99,252290,"dejobaan games, llc,popcannibal",2014
4.99,335510,arrowhead game studios,2014
19.99,300840,flying wild hog,2014
3.99,332830,blamedrop,2014
6.99,298790,tikipod ltd,2014
0.0,317790,benjamin bryant,2014
3.99,305800,rob lach,2012
0.99,316070,rob lach,2014
3.99,336320,rob lach,2012
19.99,328890,chessbase,2013
4.99,333400,great war team,2014
4.99,297842,rob howland,2014
19.99,292140,square enix,2014
2.99,337420,light echo,2014
3.99,331440,kintogames,2014
14.99,318650,vertex4 entertainment ltd.,2014
9.99,335670,dingaling,2014
1.99,327960,digitalworldentertainment,2016
4.99,334230,blankmediagames,2014
7.99,332780,paper games,2014
12.99,313130,flat earth games,2014
14.99,293480,aad productions,2014
6.99,336370,widdly 2 diddly,2014
24.99,241680,actual tools,2016
7.99,295073,ubisoft - san francisco,2014
2.99,295072,ubisoft - san francisco,2014
2.99,295075,ubisoft - san francisco,2014
2.99,295074,ubisoft - san francisco,2014
2.99,295076,ubisoft - san francisco,2014
14.99,336851,graviteam,2014
16.99,336850,graviteam,2014
3.99,331350,capcom,2014
3.99,331351,capcom,2014
3.99,331353,capcom,2014
3.99,331352,capcom,2014
3.99,331354,capcom,2014
3.99,331356,capcom,2014
3.99,331355,capcom,2014
4.99,286040,"badfly interactive, a.s.",2014
4.99,335050,eversim,2014
8.99,338030,wisdomtools,2014
19.99,338240,eversim,2014
9.99,338230,eversim,2014
19.99,311340,kojima productions,2014
14.99,207140,doubledutch games,2016
39.99,277752,dovetail games,2014
4.99,324120,duelboot,2014
9.99,334290,hex keep,2014
0.0,302830,shumkov dmitriy,2014
9.99,333130,xpec entertainment inc.,2014
0.99,324240,blue label studio,2014
9.99,339350,choice of games,2014
0.99,335982,insgames,2014
6.99,339510,choice of games,2014
3.99,322170,robtop games,2014
4.99,336770,1c wireless,2014
0.99,336380,colonthree enterprises,2014
19.99,337070,dimmdrive inc.,2015
2.99,340220,tri.g,2014
2.99,334300,"forthright casual games,beyond-limits-games",2015
4.99,340570,peter hrdy,2015
2.99,340290,johan aronsson,2015
2.99,333760,nooner bear studio,2015
14.99,338590,eversim,2015
34.99,325138,carenado,2015
2.99,295092,ubisoft - san francisco,2015
13.99,295093,ubisoft - san francisco,2015
0.99,335991,insgames,2015
4.99,339290,snails animation,2015
0.99,335990,insgames,2015
24.99,338090,artdink,2015
4.99,337270,medungeon ltd.,2015
9.99,334470,magicindie,2015
9.99,273960,camel 101,2015
9.99,338710,breaking fourth,2015
4.99,340300,forever entertainment s. a.,2015
9.99,316963,eagle dynamics,2015
0.99,341380,hcp games,2014
2.99,334690,sean davy,2015
4.99,318874,crystal dynamics,2015
1.99,318872,crystal dynamics,2015
1.99,318870,crystal dynamics,2015
3.99,322080,swagabyte games,2015
1.99,318871,crystal dynamics,2015
9.99,304540,coldwood interactive,2007
19.99,337850,spiderweb software,2015
4.99,340750,orangepixel,2015
19.99,258679,dovetail games,2015
4.99,299680,nyamyam,2015
4.99,335220,mårten jonsson,2015
6.99,303260,uniworlds game studios,2015
7.99,325880,"levels or lives,super fun games",2015
6.99,342630,shaman games studio,2014
9.99,321880,"amaranth games, llc",2015
1.99,334220,"sledgehammer games,raven software",2015
1.99,333084,"sledgehammer games,raven software",2015
1.99,333082,"sledgehammer games,raven software",2015
2.99,331071,"sledgehammer games,raven software",2015
1.99,333081,"sledgehammer games,raven software",2015
2.99,331070,"sledgehammer games,raven software",2015
2.99,341780,kisareth studios,2015
24.99,277742,union workshop,2015
9.99,339800,huniepot,2015
6.99,343780,cat5games,2015
0.0,343720,invertmouse,2014
79.99,266590,axis game factory llc,2013
0.99,313370,"monolith productions, inc.,feral interactive (mac),feral interactive (linux)",2015
19.99,304240,"capcom co., ltd.",2015
4.99,328740,gamesare,2014
9.99,340330,fancy fish games,2015
4.99,341320,fancy fish games,2015
12.99,341220,fancy fish games,2015
0.98,295690,andy wallace,2015
1.99,345670,invertmouse,2015
9.99,250070,"nanmo (takayuki yanagihara) @ fullpowersideattack.com,sanodg (nobuyoshi sano)",2015
0.99,343290,"andy wallace,nathaniel chambers",2015
14.99,313120,beam team games,2015
4.99,337220,gtgd,2015
29.99,290790,petroglyph,2015
0.0,345650,invertmouse,2015
9.99,338140,deck13,2009
4.99,343510,ivy games llc,2015
2.99,345790,mklab,2015
2.99,342757,ubisoft - san francisco,2015
2.99,342759,ubisoft - san francisco,2015
2.99,342758,ubisoft - san francisco,2015
11.99,342760,ubisoft - san francisco,2015
4.99,337750,"redlynx, in collaboration with  ubisoft shanghai, ubisoft kiev",2015
9.99,321430,"2k australia,gearbox software,aspyr (mac, linux)",2015
0.99,313371,"monolith productions, inc.,feral interactive (mac),feral interactive (linux)",2015
1.99,318411,"monolith productions, inc.,feral interactive (mac),feral interactive (linux)",2015
9.99,344030,autumn moon,2015
6.99,345310,alternative software ltd,2015
29.99,339381,carenado,2015
3.99,345290,charybdis ltd,2015
6.99,345300,alternative software ltd,2015
4.99,343430,nevosoft,2015
4.99,342510,machine 22,2013
9.99,331340,encryptique,2015
0.0,343750,spark plug games,2015
0.99,341060,"mikeypoo's games,roger levy",2015
9.99,330180,pastagames,2015
4.99,347490,"smiteworks usa, llc",2015
4.99,347491,"smiteworks usa, llc",2015
7.99,347101,"smiteworks usa, llc",2015
4.99,347494,"smiteworks usa, llc",2015
4.99,347492,"smiteworks usa, llc",2015
4.99,347493,"smiteworks usa, llc",2015
5.99,339240,rock paper games,2015
5.99,347103,"smiteworks usa, llc",2015
4.99,318875,crystal dynamics,2015
4.99,343100,black shell games,2015
2.99,347900,black shell games,2015
4.99,345090,moonlight mouse,2015
14.99,208750,alientrap,2015
0.99,347480,philip royer,2015
0.99,347560,back to basics gaming,2015
6.99,344730,alientrap,2015
6.99,329200,aegon games,2015
7.99,324360,juniper games,2015
2.99,342761,ubisoft - san francisco,2015
2.99,342762,ubisoft - san francisco,2015
2.99,342763,ubisoft - san francisco,2015
2.99,342764,ubisoft - san francisco,2015
1.99,344050,handelabra games inc.,2015
4.99,348100,handelabra games inc.,2015
1.99,340120,doyodo,2015
19.99,277759,digital train model,2015
0.0,342980,movingblocks,2015
9.99,307030,endgame studios,2015
7.99,347940,smoodlez,2015
4.99,346160,mayhem games usa,2015
9.99,315060,2sd,2015
18.99,304650,failbetter games,2015
2.99,344860,emmanuel salva cruz,2015
3.99,306397,haemimont games,2015
9.99,348650,ago games,2015
7.99,342769,ubisoft - san francisco,2015
9.99,345580,3000ad,2015
9.99,338320,the bitfather,2015
0.99,321260,mad ram software,2014
3.99,348560,huniepot,2015
4.99,346630,felix wunderlich,2015
6.99,339630,targem games,2015
2.99,342740,geek sloth games,2015
0.0,336670,shifty chair games,2015
4.99,348450,dennis esie,2015
9.99,335010,maltakreuz,2015
8.99,349450,morozov sergey,2015
39.99,329890,dragonhead studio,2015
2.99,311490,lunagames,2015
12.99,345710,sinister,2015
4.99,332730,thrillion,2015
4.99,324343,"ubisoft montreal, red storm, shanghai, toronto, kiev",2015
29.99,333350,chaphat,2015
9.99,326650,atmosphere entertainment studios,2015
0.99,350520,"mpr art hallucinations,roger levy",2015
3.99,346510,farspace studios,2015
2.99,349970,"farspace studios,andrew lloyd",2015
1.99,347580,liveitgames llc,2015
4.99,344220,hyper hippo games,2015
3.99,341090,battenberg software,2015
7.99,335020,creative assembly,2015
9.99,339130,red herring labs,2015
19.99,266510,defiant development,2015
2.99,327177,"tt games,feral interactive (mac)",2015
2.99,342771,ubisoft - san francisco,2015
2.99,342773,ubisoft - san francisco,2015
2.99,342774,ubisoft - san francisco,2015
2.99,342770,ubisoft - san francisco,2015
2.99,342772,ubisoft - san francisco,2015
11.99,342775,ubisoft - san francisco,2015
1.99,341360,pringo dingo games,2015
5.99,307600,auroch digital,2015
5.99,334960,"new life interactive, llc",2015
9.99,344230,dl softworks,2015
0.0,348760,"flashback games,the lordz games studio",2015
14.99,253390,glass bottom games,2015
4.99,346170,spasman games,2015
0.0,346120,spasman games,2014
4.99,338371,rob howland,2015
7.99,346560,lonely troops,2015
15.99,315840,fourbitfriday,2015
3.99,340130,doyodo,2015
3.99,348960,rainbow games,2015
4.99,301050,brandon brizzi,2015
6.99,343840,lawrence russell,2015
9.99,327470,iridium studios,2015
4.99,337740,"redlynx, in collaboration with  ubisoft shanghai, ubisoft kiev",2015
1.99,320381,capcom,2015
1.99,320383,capcom,2015
1.99,320382,capcom,2015
1.99,320380,capcom,2015
6.99,320520,chocolate liberation front,2015
1.99,320385,capcom,2015
9.99,320364,capcom,2015
1.99,320384,capcom,2015
1.99,320387,capcom,2015
1.99,320386,capcom,2015
2.99,320362,capcom,2015
2.99,320363,capcom,2015
2.99,320360,capcom,2015
1.99,320388,capcom,2015
2.49,320371,capcom,2015
2.49,320370,capcom,2015
2.99,320361,capcom,2015
5.99,287290,"capcom co., ltd.",2015
4.99,320372,capcom,2015
9.99,296280,"flat earth games,epiphany games",2015
14.99,342560,david stark,2015
1.99,273500,loren lemcke,2015
0.99,323340,"just add water (developments), ltd.",2015
2.99,341690,loading home,2015
13.99,333510,leikir studio,2015
19.99,314660,"just add water (developments), ltd.",2015
2.99,323341,"just add water (developments), ltd.",2015
9.99,316610,"alan hazelden,benjamin davis",2015
34.99,244160,"gearbox software,aspyr (mac)",2015
9.99,349530,big ant studios,2015
14.99,338160,paradox development studio,2015
2.49,338162,paradox development studio,2015
2.99,348870,anvate games,2015
9.99,350010,artifex mundi,2014
4.99,341080,hyde games,2015
6.99,338980,"alawar entertainment,toyman interactive",2013
6.99,351740,"upper one games,e-line media",2015
6.99,343420,idea factory,2015
39.99,323470,dimps,2015
49.99,322520,"koei tecmo games co., ltd.",2015
9.99,348680,"koei tecmo games co., ltd.",2015
4.99,349930,"koei tecmo games co., ltd.",2015
7.99,349931,"koei tecmo games co., ltd.",2015
2.99,349932,"koei tecmo games co., ltd.",2015
2.99,349933,"koei tecmo games co., ltd.",2015
2.99,342782,ubisoft - san francisco,2015
2.99,342780,ubisoft - san francisco,2015
2.99,342783,ubisoft - san francisco,2015
2.99,342781,ubisoft - san francisco,2015
2.99,342784,ubisoft - san francisco,2015
11.99,342785,ubisoft - san francisco,2015
14.99,310810,rock pocket games,2015
14.99,318791,"sledgehammer games,raven software",2015
14.99,301560,osome studio,2015
3.99,340520,chris mcfarland,2015
9.99,346800,antiproto,2015
0.99,349550,"yohan launay,frederic gaillard",2015
139.92,342570,gameus inc.,2015
9.99,353930,gameus inc.,2015
29.99,353740,gameus inc.,2015
39.99,353741,gameus inc.,2015
5.99,319810,capcom,2015
5.99,346810,clarus victoria,2015
49.99,353742,gameus inc.,2015
59.99,258817,nomad games,2015
1.99,267778,nomad games,2015
9.99,351170,c63 industries,2015
4.29,351280,synthr,2015
4.99,349690,astro port,2015
6.99,279720,primal,2004
0.99,348040,11 bit studios,2015
14.99,275100,might and delight,2015
4.99,347430,"jetdogs studios,fineway studios",2015
9.99,334490,magicindie,2015
5.99,349050,"deco digital,bevel studios,yakobo",2015
0.99,339031,"ubisoft sofia,ubisoft kiev",2015
9.99,347990,kunos simulazioni,2015
4.99,355520,cherry co. studios,2015
1.99,339033,"ubisoft sofia,ubisoft kiev",2015
4.99,348180,tin man games,2015
2.99,355760,tonguç bodur,2015
19.99,277758,dovetail games,2015
29.99,293760,camshaft software,2015
14.99,282210,firaxis games,2015
9.99,352190,g-old,2015
3.99,343600,"sledgehammer games,raven software",2015
24.99,353620,carenado,2015
8.99,343940,idea factory,2015
2.99,337630,invertmouse,2015
14.99,339200,cornfox &amp; bros.,2015
9.99,337730,five archers games,2015
5.99,352021,juggernaut games,2015
9.99,281940,grin,2015
14.99,339570,tom johnson,2015
2.99,342791,ubisoft - san francisco,2015
2.99,342790,ubisoft - san francisco,2015
2.99,342792,ubisoft - san francisco,2015
9.99,353600,point2point entertainment,2015
2.99,342794,ubisoft - san francisco,2015
1.99,356880,david mulder,2015
2.99,342793,ubisoft - san francisco,2015
4.99,357240,[bracket]games,2015
1.99,353051,capcom vancouver,2015
3.99,341120,pixeljam,2015
0.0,349480,ascension entertainment llc,2008
9.99,305500,bigmoon studios,2015
7.99,348530,"maxwolf,fox",2009
3.99,306100,aldorlea games,2015
19.99,343070,tml-studios,2015
0.99,347213,scs software,2015
2.99,342580,"jetdogs studios,zoom out games",2015
9.99,357660,kog,2015
0.0,348700,millenium project enterprises,2001
6.99,358610,aleksander ciesielski,2015
3.99,353340,substantial,2015
29.99,352111,axis game factory llc,2015
9.99,357171,krome studios,2015
9.99,358700,robert dahlenburg,2015
6.99,357170,krome studios,2015
4.99,348290,cccp,2014
7.99,343461,creative assembly,2015
9.99,245370,tindalos interactive,2015
9.99,351080,stardock entertainment,2001
4.99,321450,"hammerware, s.r.o.",2015
0.99,357290,talentplace,2015
7.99,356710,kiritsu games,2015
4.99,338372,rob howland,2015
9.99,355420,hydezeke,2015
19.99,356123,gameus inc.,2015
24.99,334850,"black chicken studios, inc.",2015
19.99,277763,dovetail games,2015
14.99,327670,dreadbit,2015
9.99,312230,"good morning, commander",2015
6.99,354310,alawar entertainment,2014
14.99,352000,capcom,2015
0.0,304030,xlgames,2015
3.99,306399,haemimont games,2015
9.99,279800,artifex mundi,2014
4.99,356440,zeiva inc,2014
6.99,343423,idea factory,2015
5.99,325630,"case in point studios, llc",2015
3.99,351240,renegade sector games,2012
14.99,339840,house of tales,2005
11.99,352780,kidalang,2015
9.99,350810,dl softworks,2015
14.99,345370,strikeworks,2015
39.99,345660,milestone s.r.l.,2015
4.99,355430,rail slave games,2015
19.99,341150,leslaw sliwko,2015
24.99,282590,"blind mind studios,glacicle",2015
9.99,347040,burnt fuse,2015
4.99,350260,glass bottom games,2013
2.99,270810,glass bottom games,2013
4.99,354730,dancing dragon games,2015
1.99,357600,kittehface software,2015
3.99,347450,milestone s.r.l.,2015
0.0,290930,"filip victor,valve",2015
34.99,344630,moonstone,2015
4.99,357440,lamplight studios,2015
11.99,339460,lamplight studios,2015
0.0,357830,timedrop studios,2015
39.99,356940,magix software gmbh,2015
24.99,352150,"team ninja,koei tecmo games co., ltd.",2015
0.0,311730,"team ninja,koei tecmo games co., ltd.",2015
54.99,358140,"team ninja,koei tecmo games co., ltd.",2015
64.99,358141,"team ninja,koei tecmo games co., ltd.",2015
0.0,346900,hyper hippo games,2015
9.99,346420,weird and wry,2015
9.99,336420,"toadman interactive,fatshark",2015
2.99,351930,fantasy flight games,2015
14.99,329970,michal brzozowski,2015
2.99,342801,ubisoft - san francisco,2015
2.99,342803,ubisoft - san francisco,2015
2.99,342804,ubisoft - san francisco,2015
2.99,342802,ubisoft - san francisco,2015
2.99,342805,ubisoft - san francisco,2015
11.99,342806,ubisoft - san francisco,2015
6.99,348400,fantasy flight games,2014
9.99,339690,dissident logic,2015
4.99,355770,"redlynx, in collaboration with  ubisoft shanghai, ubisoft kiev",2015
0.99,357770,districtteam,2017
9.99,342990,house of tales,2010
1.99,359810,runserver,2015
2.99,351400,fallenmaster,2015
0.99,357900,sometimes you,2015
8.99,344960,"thomas schreiter,dirk schreiter,jörg winterstein,peer draeger,gereon bartel",2015
4.99,331200,daniel davies,2015
2.99,341610,"conor strejcek,daniel davies",2015
39.99,316962,veao simulations,2015
6.99,347230,"microprose software, inc",1994
6.99,347240,"microprose software, inc",1992
2.99,360820,croteam,2015
6.99,347250,"microprose software, inc",1988
0.0,339610,joycity,2015
2.99,357930,remaginarium,2015
6.99,311840,b-alive gmbh,2003
5.99,337970,b-alive gmbh,2015
6.99,347260,"microprose software, inc",1991
39.99,335300,"fromsoftware, inc",2015
6.99,347270,"microprose software, inc",1990
7.99,359090,prexen studios,2015
9.99,239391,brightrock games,2015
19.99,356122,gameus inc.,2015
19.99,277765,dovetail games,2015
1.99,356770,astrosimer,2015
19.99,345930,slitherine ltd.,2015
1.99,359560,cosmic logic,2015
9.99,345740,giants software,2015
1.99,361312,digital confectioners,2015
1.99,361313,digital confectioners,2015
1.99,361314,digital confectioners,2015
29.99,230190,brightrock games,2015
5.99,361310,digital confectioners,2015
1.99,357370,michael lückgen,2015
4.99,344160,pepi games,2015
0.0,355840,vostok games,2015
14.99,361182,daybreak game company,2015
14.99,361181,daybreak game company,2015
9.99,359521,vostok games,2015
19.99,359520,vostok games,2015
5.99,354680,rumpus,2015
0.99,355080,ars creativa,2015
1.99,344910,oblone software,2015
9.99,327980,muteki,2015
14.99,339850,house of tales,2008
5.99,360098,"smiteworks usa, llc",2015
4.99,360097,"smiteworks usa, llc",2015
5.99,360110,"smiteworks usa, llc",2015
5.99,360111,"smiteworks usa, llc",2015
5.99,360112,"smiteworks usa, llc",2015
2.99,360113,"smiteworks usa, llc",2015
2.99,360099,"smiteworks usa, llc",2015
29.99,360115,"smiteworks usa, llc",2015
14.99,360114,"smiteworks usa, llc",2015
4.99,360120,"smiteworks usa, llc",2015
4.99,360420,"smiteworks usa, llc",2015
4.99,360421,"smiteworks usa, llc",2015
4.99,360423,"smiteworks usa, llc",2015
4.99,360424,"smiteworks usa, llc",2015
4.99,360425,"smiteworks usa, llc",2015
4.99,360426,"smiteworks usa, llc",2015
4.99,360427,"smiteworks usa, llc",2015
2.99,342807,ubisoft - san francisco,2015
4.99,360428,"smiteworks usa, llc",2015
4.99,360422,"smiteworks usa, llc",2015
2.99,342810,ubisoft - san francisco,2015
2.99,342809,ubisoft - san francisco,2015
9.99,342811,ubisoft - san francisco,2015
2.99,342808,ubisoft - san francisco,2015
9.99,354050,"escape hatch entertainment,llc",2015
4.99,361440,"circle five studios,pub games",2015
2.99,342350,earrgames,2015
2.99,357110,aldorlea games,2015
64.99,358142,"team ninja,koei tecmo games co., ltd.",2015
74.99,358143,"team ninja,koei tecmo games co., ltd.",2015
12.99,305380,he saw,2015
11.99,332350,bohemia interactive,2015
3.99,357080,aldorlea games,2010
4.99,275125,dovetail games,2015
4.99,346780,windmill games,2015
4.99,361380,dark fox,2005
19.99,222633,dovetail games,2015
9.99,361990,roope tamminen,2015
2.99,360600,spookyfish games,2015
0.0,300080,creative assembly,2016
4.99,357780,alda games,2015
19.99,339190,fictiorama studios,2015
3.99,358870,fictiorama studios,2015
5.99,341640,fungameco ltd,2015
4.99,356800,choice of games,2015
5.99,295590,heart shaped games llc,2015
10.99,362100,heart shaped games llc,2015
9.99,350490,winter wolves,2011
2.99,340340,sean davy,2014
0.99,349440,pixel theory games,2015
14.99,277520,z4g0 and ivan venturi productions,2015
79.99,325330,muvee technologies,2015
0.99,343390,alawar dreamdale,2013
4.99,355140,donut games,2015
14.99,324344,"ubisoft montreal, red storm, shanghai, toronto, kiev",2015
19.99,277769,dovetail games,2015
1.99,359500,steel monkeys,2015
9.99,343426,idea factory,2015
2.99,324570,"343 industries,vanguard games",2014
5.99,288930,owl cave,2015
7.99,288940,owl cave,2015
3.99,306390,haemimont games,2015
14.99,275200,ostrich banditos,2015
14.99,357940,sinister design,2015
4.99,353550,rosebud games,2015
2.99,360750,casiualogic,2015
1.99,362900,killhouse games,2015
1.99,333580,insomniac games,2015
4.99,360890,"andrewdrumov, sanke berdochan",2015
0.0,365050,stephane bottin,2015
0.0,365270,jeff trier,2015
11.99,348682,"koei tecmo games co., ltd.",2015
4.99,354710,tango gameworks,2015
6.99,348020,dagestan technology,2015
4.99,359920,burrito studio,2015
14.99,318230,convoy games,2015
24.99,355340,carenado,2015
3.99,364770,dustin gunn,2014
4.99,353761,"flashback games,the lordz games studio",2015
2.99,342820,ubisoft - san francisco,2015
9.99,348200,nimble tools,2015
9.99,329460,treefortress games,2015
11.99,342821,ubisoft - san francisco,2015
9.99,342090,supreme clans entertainment,2015
4.99,344200,supreme clans entertainment,2015
3.99,364400,treefortress games,2015
14.99,319780,linksolutions ltd.,2015
19.99,277749,skyhook games,2015
4.99,318560,carlo d'apostoli projects,2015
4.99,295191,skyhook games,2015
9.99,324140,press play,2015
3.99,346071,press play,2015
3.99,346070,press play,2015
4.99,316080,polar bunny ltd,2015
4.99,363220,"michael j. moffitt,julian j. hammerstein",2015
9.99,285740,magic notion,2015
0.0,340810,bytebin,2015
5.99,307210,pyrodactyl,2015
3.99,351556,netherrealm studios,2015
7.99,350070,"arvi teikari,roope mäkinen",2015
5.99,346770,hammerspace games,2015
9.99,365290,morphodox studios,2015
15.99,362660,white cat,2013
19.99,355260,gameus inc.,2015
1.99,365430,thomas gwaltney,2015
10.99,341710,eat create sleep,2015
9.99,363330,world-loom,2015
14.99,247080,brace yourself games,2015
4.99,366080,brace yourself games,2015
3.99,352120,g5 software,2004
9.99,352640,"daniel linssen,detective,ditto,glitchnap,shark jump studios",2015
0.99,365340,blaze epic,2015
0.99,358000,on the level game studios,2015
4.99,360520,empi studios,2015
1.99,361520,pepi games,2015
0.99,364890,jake olson,2015
0.0,365670,blender foundation,2015
19.99,262280,realmforge studios,2015
9.99,362090,thylacine studios,2015
4.99,358020,rocket bear games,2015
3.99,366700,dreamssoftgames,2015
19.99,362870,kadokawa,2015
6.99,363070,humongous entertainment,1995
6.99,363060,humongous entertainment,1995
